epi_week,week_start,week,cases,deaths,c_cases,c_deaths,district
21,13,2022-05-23,9,1,9,1,Balaka
22,14,2022-05-30,2,0,11,1,Balaka
23,15,2022-06-06,10,2,21,2,Balaka
24,16,2022-06-13,1,0,22,2,Balaka
25,17,2022-06-20,0,0,22,0,Balaka
26,18,2022-06-27,0,0,22,0,Balaka
27,19,2022-07-04,0,0,22,0,Balaka
28,20,2022-07-11,0,0,22,0,Balaka
29,21,2022-07-18,0,0,22,0,Balaka
30,22,2022-07-25,0,0,22,0,Balaka
31,23,2022-08-01,0,0,22,0,Balaka
32,24,2022-08-08,0,0,22,0,Balaka
33,25,2022-08-15,0,0,22,0,Balaka
34,26,2022-08-22,0,0,22,0,Balaka
35,27,2022-08-29,1,0,23,0,Balaka
36,28,2022-09-05,0,0,23,0,Balaka
37,29,2022-09-12,0,0,23,0,Balaka
38,30,2022-09-19,5,0,28,0,Balaka
39,31,2022-09-26,2,0,30,0,Balaka
40,32,2022-10-03,6,0,36,0,Balaka
41,33,2022-10-10,2,0,38,0,Balaka
42,34,2022-10-17,7,0,45,0,Balaka
43,35,2022-10-24,9,0,54,0,Balaka
44,36,2022-10-31,3,0,57,0,Balaka
45,37,2022-11-07,13,0,70,0,Balaka
46,38,2022-11-14,12,0,82,0,Balaka
47,39,2022-11-21,17,0,99,0,Balaka
48,40,2022-11-28,5,0,104,0,Balaka
49,41,2022-12-05,1,0,105,0,Balaka
50,42,2022-12-12,22,0,127,0,Balaka
51,43,2022-12-19,16,0,143,0,Balaka
52,44,2022-12-26,60,2,203,2,Balaka
1,45,2023-01-02,220,0,423,2,Balaka
2,46,2023-01-09,296,9,719,9,Balaka
3,47,2023-01-16,453,13,1172,22,Balaka
4,48,2023-01-23,462,12,1634,25,Balaka
5,49,2023-01-30,648,11,2282,23,Balaka
6,50,2023-02-06,501,14,2783,25,Balaka
7,51,2023-02-13,353,2,3136,16,Balaka
8,52,2023-02-20,302,6,3438,8,Balaka
9,53,2023-02-27,270,4,3708,10,Balaka
10,54,2023-03-06,144,2,3852,6,Balaka
11,55,2023-03-13,65,1,3917,3,Balaka
12,56,2023-03-20,38,1,3955,2,Balaka
13,57,2023-03-27,47,1,4002,2,Balaka
14,58,2023-04-03,29,0,4031,1,Balaka
15,59,2023-04-10,26,0,4057,0,Balaka
16,60,2023-04-17,29,0,4086,0,Balaka
17,61,2023-04-24,9,0,4095,0,Balaka
18,62,2023-05-01,6,0,4101,0,Balaka
19,63,2023-05-08,3,0,4104,0,Balaka
20,64,2023-05-15,8,1,4112,1,Balaka
21,65,2023-05-22,6,0,4118,1,Balaka
22,66,2023-05-29,2,0,4120,0,Balaka
23,67,2023-06-05,2,0,4122,0,Balaka
24,68,2023-06-12,6,0,4128,0,Balaka
25,69,2023-06-19,2,0,4130,0,Balaka
26,70,2023-06-26,0,0,4130,0,Balaka
27,71,2023-07-03,1,0,4131,0,Balaka
28,72,2023-07-10,1,0,4132,0,Balaka
29,73,2023-07-17,0,0,4132,0,Balaka
30,74,2023-07-24,0,0,4132,0,Balaka
31,75,2023-07-31,0,0,4132,0,Balaka
32,76,2023-08-07,0,0,4132,0,Balaka
33,77,2023-08-14,0,0,4132,0,Balaka
34,78,2023-08-21,0,0,4132,0,Balaka
35,79,2023-08-28,0,0,4132,0,Balaka
36,80,2023-09-04,0,0,4132,0,Balaka
37,81,2023-09-11,0,0,4132,0,Balaka
38,82,2023-09-18,0,0,4132,0,Balaka
39,83,2023-09-25,0,0,4132,0,Balaka
40,84,2023-10-02,0,0,4132,0,Balaka
41,85,2023-10-09,0,0,4132,0,Balaka
42,86,2023-10-16,0,0,4132,0,Balaka
43,87,2023-10-23,0,0,4132,0,Balaka
16,8,2022-04-18,3,0,3,0,Blantyre
17,9,2022-04-25,10,1,13,1,Blantyre
18,10,2022-05-02,26,1,39,2,Blantyre
19,11,2022-05-09,42,3,81,5,Blantyre
20,12,2022-05-16,38,2,119,7,Blantyre
21,13,2022-05-23,56,2,175,9,Blantyre
22,14,2022-05-30,47,4,222,13,Blantyre
23,15,2022-06-06,38,2,260,15,Blantyre
24,16,2022-06-13,25,0,285,15,Blantyre
25,17,2022-06-20,16,0,301,15,Blantyre
26,18,2022-06-27,18,0,319,15,Blantyre
27,19,2022-07-04,34,2,353,17,Blantyre
28,20,2022-07-11,44,1,397,18,Blantyre
29,21,2022-07-18,37,0,434,18,Blantyre
30,22,2022-07-25,21,0,455,18,Blantyre
31,23,2022-08-01,15,1,470,19,Blantyre
32,24,2022-08-08,40,2,510,21,Blantyre
33,25,2022-08-15,25,0,535,21,Blantyre
34,26,2022-08-22,18,0,553,21,Blantyre
35,27,2022-08-29,21,0,574,21,Blantyre
36,28,2022-09-05,8,1,582,22,Blantyre
37,29,2022-09-12,23,1,605,23,Blantyre
38,30,2022-09-19,17,1,622,24,Blantyre
39,31,2022-09-26,23,1,645,25,Blantyre
40,32,2022-10-03,32,1,677,26,Blantyre
41,33,2022-10-10,32,0,709,26,Blantyre
42,34,2022-10-17,9,1,718,27,Blantyre
43,35,2022-10-24,9,0,727,27,Blantyre
44,36,2022-10-31,7,0,734,27,Blantyre
45,37,2022-11-07,20,0,754,27,Blantyre
46,38,2022-11-14,20,1,774,28,Blantyre
47,39,2022-11-21,32,0,806,28,Blantyre
48,40,2022-11-28,55,2,861,30,Blantyre
49,41,2022-12-05,0,0,861,30,Blantyre
50,42,2022-12-12,207,10,1068,40,Blantyre
51,43,2022-12-19,468,29,1536,69,Blantyre
52,44,2022-12-26,777,24,2313,93,Blantyre
1,45,2023-01-02,634,12,2947,105,Blantyre
2,46,2023-01-09,811,2,3758,107,Blantyre
3,47,2023-01-16,663,7,4421,114,Blantyre
4,48,2023-01-23,674,17,5095,131,Blantyre
5,49,2023-01-30,627,17,5722,148,Blantyre
6,50,2023-02-06,479,1,6201,149,Blantyre
7,51,2023-02-13,400,7,6601,156,Blantyre
8,52,2023-02-20,377,2,6978,158,Blantyre
9,53,2023-02-27,313,4,7291,162,Blantyre
10,54,2023-03-06,306,2,7597,164,Blantyre
11,55,2023-03-13,224,6,7821,170,Blantyre
12,56,2023-03-20,271,4,8092,174,Blantyre
13,57,2023-03-27,225,1,8317,175,Blantyre
14,58,2023-04-03,206,5,8523,180,Blantyre
15,59,2023-04-10,179,1,8702,181,Blantyre
16,60,2023-04-17,147,5,8849,186,Blantyre
17,61,2023-04-24,65,4,8914,190,Blantyre
18,62,2023-05-01,30,0,8944,190,Blantyre
19,63,2023-05-08,21,0,8965,190,Blantyre
20,64,2023-05-15,13,0,8978,190,Blantyre
21,65,2023-05-22,9,0,8987,190,Blantyre
22,66,2023-05-29,2,0,8989,190,Blantyre
23,67,2023-06-05,0,0,8989,190,Blantyre
24,68,2023-06-12,5,0,8994,190,Blantyre
25,69,2023-06-19,1,0,8995,190,Blantyre
26,70,2023-06-26,0,0,8995,190,Blantyre
27,71,2023-07-03,0,0,8995,190,Blantyre
28,72,2023-07-10,0,0,8995,190,Blantyre
29,73,2023-07-17,1,0,8996,190,Blantyre
30,74,2023-07-24,0,0,8996,190,Blantyre
31,75,2023-07-31,0,0,8996,190,Blantyre
32,76,2023-08-07,0,0,8996,190,Blantyre
33,77,2023-08-14,0,0,8996,190,Blantyre
34,78,2023-08-21,1,0,8997,190,Blantyre
35,79,2023-08-28,0,0,8997,190,Blantyre
36,80,2023-09-04,0,0,8997,190,Blantyre
37,81,2023-09-11,0,0,8997,190,Blantyre
38,82,2023-09-18,0,0,8997,190,Blantyre
39,83,2023-09-25,0,0,8997,190,Blantyre
40,84,2023-10-02,0,0,8997,190,Blantyre
41,85,2023-10-09,0,0,8997,190,Blantyre
42,86,2023-10-16,0,0,8997,190,Blantyre
43,87,2023-10-23,0,0,8997,190,Blantyre
16,8,2022-04-18,2,0,2,0,Chikwawa
17,9,2022-04-25,3,0,5,0,Chikwawa
18,10,2022-05-02,7,0,12,0,Chikwawa
19,11,2022-05-09,10,0,22,0,Chikwawa
20,12,2022-05-16,10,0,32,0,Chikwawa
21,13,2022-05-23,15,0,47,0,Chikwawa
22,14,2022-05-30,6,0,53,0,Chikwawa
23,15,2022-06-06,6,0,59,0,Chikwawa
24,16,2022-06-13,5,0,64,0,Chikwawa
25,17,2022-06-20,5,0,69,0,Chikwawa
26,18,2022-06-27,4,1,73,1,Chikwawa
27,19,2022-07-04,10,0,83,1,Chikwawa
28,20,2022-07-11,6,0,89,1,Chikwawa
29,21,2022-07-18,8,0,97,1,Chikwawa
30,22,2022-07-25,19,0,116,1,Chikwawa
31,23,2022-08-01,13,0,129,1,Chikwawa
32,24,2022-08-08,0,0,129,1,Chikwawa
33,25,2022-08-15,0,0,129,1,Chikwawa
34,26,2022-08-22,2,0,131,1,Chikwawa
35,27,2022-08-29,12,2,143,3,Chikwawa
36,28,2022-09-05,20,1,163,4,Chikwawa
37,29,2022-09-12,7,0,170,4,Chikwawa
38,30,2022-09-19,3,0,173,4,Chikwawa
39,31,2022-09-26,7,0,180,4,Chikwawa
40,32,2022-10-03,6,0,186,4,Chikwawa
41,33,2022-10-10,7,0,193,4,Chikwawa
42,34,2022-10-17,8,0,201,4,Chikwawa
43,35,2022-10-24,15,0,216,4,Chikwawa
44,36,2022-10-31,1,0,217,4,Chikwawa
45,37,2022-11-07,0,0,217,4,Chikwawa
46,38,2022-11-14,5,0,222,4,Chikwawa
47,39,2022-11-21,2,0,224,4,Chikwawa
48,40,2022-11-28,0,0,224,4,Chikwawa
49,41,2022-12-05,2,0,226,4,Chikwawa
50,42,2022-12-12,0,0,226,4,Chikwawa
51,43,2022-12-19,4,1,230,5,Chikwawa
52,44,2022-12-26,4,0,234,5,Chikwawa
1,45,2023-01-02,8,1,242,6,Chikwawa
2,46,2023-01-09,27,0,269,6,Chikwawa
3,47,2023-01-16,42,1,311,7,Chikwawa
4,48,2023-01-23,19,0,330,7,Chikwawa
5,49,2023-01-30,33,0,363,7,Chikwawa
6,50,2023-02-06,26,0,389,7,Chikwawa
7,51,2023-02-13,39,0,428,7,Chikwawa
8,52,2023-02-20,37,0,465,7,Chikwawa
9,53,2023-02-27,29,0,494,7,Chikwawa
10,54,2023-03-06,30,1,524,8,Chikwawa
11,55,2023-03-13,16,1,540,9,Chikwawa
12,56,2023-03-20,25,0,565,9,Chikwawa
13,57,2023-03-27,26,1,591,10,Chikwawa
14,58,2023-04-03,36,0,627,10,Chikwawa
15,59,2023-04-10,23,0,650,10,Chikwawa
16,60,2023-04-17,17,0,667,10,Chikwawa
17,61,2023-04-24,12,0,679,10,Chikwawa
18,62,2023-05-01,28,0,707,10,Chikwawa
19,63,2023-05-08,28,0,735,10,Chikwawa
20,64,2023-05-15,19,1,754,11,Chikwawa
21,65,2023-05-22,17,0,771,11,Chikwawa
22,66,2023-05-29,24,0,795,11,Chikwawa
23,67,2023-06-05,34,0,829,11,Chikwawa
24,68,2023-06-12,31,1,860,12,Chikwawa
25,69,2023-06-19,11,0,871,12,Chikwawa
26,70,2023-06-26,18,1,889,13,Chikwawa
27,71,2023-07-03,5,1,894,14,Chikwawa
28,72,2023-07-10,4,0,898,14,Chikwawa
29,73,2023-07-17,4,0,902,14,Chikwawa
30,74,2023-07-24,10,2,912,16,Chikwawa
31,75,2023-07-31,7,0,919,16,Chikwawa
32,76,2023-08-07,1,0,920,16,Chikwawa
33,77,2023-08-14,3,0,923,16,Chikwawa
34,78,2023-08-21,5,0,928,16,Chikwawa
35,79,2023-08-28,3,0,931,16,Chikwawa
36,80,2023-09-04,3,0,934,16,Chikwawa
37,81,2023-09-11,2,0,936,16,Chikwawa
38,82,2023-09-18,0,0,936,16,Chikwawa
39,83,2023-09-25,0,0,936,16,Chikwawa
40,84,2023-10-02,0,0,936,16,Chikwawa
41,85,2023-10-09,0,0,936,16,Chikwawa
42,86,2023-10-16,0,0,936,16,Chikwawa
43,87,2023-10-23,0,0,936,16,Chikwawa
25,17,2022-06-20,1,0,1,0,Chiradzulu
26,18,2022-06-27,3,0,4,0,Chiradzulu
27,19,2022-07-04,0,0,4,0,Chiradzulu
28,20,2022-07-11,0,0,4,0,Chiradzulu
29,21,2022-07-18,1,0,5,0,Chiradzulu
30,22,2022-07-25,0,0,5,0,Chiradzulu
31,23,2022-08-01,0,0,5,0,Chiradzulu
32,24,2022-08-08,0,0,5,0,Chiradzulu
33,25,2022-08-15,0,0,5,0,Chiradzulu
34,26,2022-08-22,0,0,5,0,Chiradzulu
35,27,2022-08-29,0,0,5,0,Chiradzulu
36,28,2022-09-05,0,0,5,0,Chiradzulu
37,29,2022-09-12,3,0,8,0,Chiradzulu
38,30,2022-09-19,0,0,8,0,Chiradzulu
39,31,2022-09-26,0,0,8,0,Chiradzulu
40,32,2022-10-03,2,0,10,0,Chiradzulu
41,33,2022-10-10,0,0,10,0,Chiradzulu
42,34,2022-10-17,0,0,10,0,Chiradzulu
43,35,2022-10-24,0,0,10,0,Chiradzulu
44,36,2022-10-31,0,0,10,0,Chiradzulu
45,37,2022-11-07,0,0,10,0,Chiradzulu
46,38,2022-11-14,0,0,10,0,Chiradzulu
47,39,2022-11-21,0,0,10,0,Chiradzulu
48,40,2022-11-28,8,0,18,0,Chiradzulu
49,41,2022-12-05,3,0,21,0,Chiradzulu
50,42,2022-12-12,7,0,28,0,Chiradzulu
51,43,2022-12-19,31,0,59,0,Chiradzulu
52,44,2022-12-26,56,2,115,2,Chiradzulu
1,45,2023-01-02,64,4,179,6,Chiradzulu
2,46,2023-01-09,110,5,289,11,Chiradzulu
3,47,2023-01-16,155,7,444,18,Chiradzulu
4,48,2023-01-23,225,6,669,24,Chiradzulu
5,49,2023-01-30,187,6,856,30,Chiradzulu
6,50,2023-02-06,193,3,1049,33,Chiradzulu
7,51,2023-02-13,110,0,1159,33,Chiradzulu
8,52,2023-02-20,104,2,1263,35,Chiradzulu
9,53,2023-02-27,57,3,1320,38,Chiradzulu
10,54,2023-03-06,34,1,1354,39,Chiradzulu
11,55,2023-03-13,13,1,1367,40,Chiradzulu
12,56,2023-03-20,14,0,1381,40,Chiradzulu
13,57,2023-03-27,16,1,1397,41,Chiradzulu
14,58,2023-04-03,7,0,1404,41,Chiradzulu
15,59,2023-04-10,10,0,1414,41,Chiradzulu
16,60,2023-04-17,7,0,1421,41,Chiradzulu
17,61,2023-04-24,4,0,1425,41,Chiradzulu
18,62,2023-05-01,1,0,1426,41,Chiradzulu
19,63,2023-05-08,0,0,1426,41,Chiradzulu
20,64,2023-05-15,0,0,1426,41,Chiradzulu
21,65,2023-05-22,0,0,1426,41,Chiradzulu
22,66,2023-05-29,0,0,1426,41,Chiradzulu
23,67,2023-06-05,0,0,1426,41,Chiradzulu
24,68,2023-06-12,0,0,1426,41,Chiradzulu
25,69,2023-06-19,0,0,1426,41,Chiradzulu
26,70,2023-06-26,0,0,1426,41,Chiradzulu
27,71,2023-07-03,0,0,1426,41,Chiradzulu
28,72,2023-07-10,0,0,1426,41,Chiradzulu
29,73,2023-07-17,0,0,1426,41,Chiradzulu
30,74,2023-07-24,0,0,1426,41,Chiradzulu
31,75,2023-07-31,0,0,1426,41,Chiradzulu
32,76,2023-08-07,0,0,1426,41,Chiradzulu
33,77,2023-08-14,0,0,1426,41,Chiradzulu
34,78,2023-08-21,0,0,1426,41,Chiradzulu
35,79,2023-08-28,0,0,1426,41,Chiradzulu
36,80,2023-09-04,0,0,1426,41,Chiradzulu
37,81,2023-09-11,0,0,1426,41,Chiradzulu
38,82,2023-09-18,0,0,1426,41,Chiradzulu
39,83,2023-09-25,0,0,1426,41,Chiradzulu
40,84,2023-10-02,0,0,1426,41,Chiradzulu
41,85,2023-10-09,0,0,1426,41,Chiradzulu
42,86,2023-10-16,1,0,1427,41,Chiradzulu
43,87,2023-10-23,0,0,1427,41,Chiradzulu
43,35,2022-10-24,11,0,11,0,Chitipa
44,36,2022-10-31,15,0,26,0,Chitipa
45,37,2022-11-07,32,1,58,1,Chitipa
46,38,2022-11-14,14,2,72,3,Chitipa
47,39,2022-11-21,3,0,75,3,Chitipa
48,40,2022-11-28,9,0,84,3,Chitipa
49,41,2022-12-05,3,0,87,3,Chitipa
50,42,2022-12-12,0,0,87,3,Chitipa
51,43,2022-12-19,0,0,87,3,Chitipa
52,44,2022-12-26,0,0,87,3,Chitipa
1,45,2023-01-02,0,0,87,3,Chitipa
2,46,2023-01-09,2,0,89,3,Chitipa
3,47,2023-01-16,1,0,90,3,Chitipa
4,48,2023-01-23,1,0,91,3,Chitipa
5,49,2023-01-30,NA,NA,91,3,Chitipa
6,50,2023-02-06,NA,NA,91,3,Chitipa
7,51,2023-02-13,0,0,91,3,Chitipa
8,52,2023-02-20,0,0,91,3,Chitipa
9,53,2023-02-27,0,0,91,3,Chitipa
10,54,2023-03-06,0,0,91,3,Chitipa
11,55,2023-03-13,0,0,91,3,Chitipa
12,56,2023-03-20,0,0,91,3,Chitipa
13,57,2023-03-27,0,0,91,3,Chitipa
14,58,2023-04-03,0,0,91,3,Chitipa
15,59,2023-04-10,0,0,91,3,Chitipa
16,60,2023-04-17,0,0,91,3,Chitipa
17,61,2023-04-24,0,0,91,3,Chitipa
18,62,2023-05-01,0,0,91,3,Chitipa
19,63,2023-05-08,0,0,91,3,Chitipa
20,64,2023-05-15,0,0,91,3,Chitipa
21,65,2023-05-22,0,0,91,3,Chitipa
22,66,2023-05-29,0,0,91,3,Chitipa
23,67,2023-06-05,0,0,91,3,Chitipa
24,68,2023-06-12,0,0,91,3,Chitipa
25,69,2023-06-19,0,0,91,3,Chitipa
26,70,2023-06-26,0,0,91,3,Chitipa
27,71,2023-07-03,0,0,91,3,Chitipa
28,72,2023-07-10,0,0,91,3,Chitipa
29,73,2023-07-17,0,0,91,3,Chitipa
30,74,2023-07-24,0,0,91,3,Chitipa
31,75,2023-07-31,0,0,91,3,Chitipa
32,76,2023-08-07,0,0,91,3,Chitipa
33,77,2023-08-14,0,0,91,3,Chitipa
34,78,2023-08-21,0,0,91,3,Chitipa
35,79,2023-08-28,0,0,91,3,Chitipa
36,80,2023-09-04,0,0,91,3,Chitipa
37,81,2023-09-11,0,0,91,3,Chitipa
38,82,2023-09-18,0,0,91,3,Chitipa
39,83,2023-09-25,0,0,91,3,Chitipa
40,84,2023-10-02,0,0,91,3,Chitipa
41,85,2023-10-09,0,0,91,3,Chitipa
42,86,2023-10-16,0,0,91,3,Chitipa
43,87,2023-10-23,0,0,91,3,Chitipa
45,37,2022-11-07,1,0,1,0,Dedza
46,38,2022-11-14,65,5,66,5,Dedza
47,39,2022-11-21,67,3,133,8,Dedza
48,40,2022-11-28,40,0,173,8,Dedza
49,41,2022-12-05,42,5,215,13,Dedza
50,42,2022-12-12,73,1,288,14,Dedza
51,43,2022-12-19,127,2,415,16,Dedza
52,44,2022-12-26,132,5,547,21,Dedza
1,45,2023-01-02,116,7,663,28,Dedza
2,46,2023-01-09,156,9,819,37,Dedza
3,47,2023-01-16,137,15,956,52,Dedza
4,48,2023-01-23,95,6,1051,58,Dedza
5,49,2023-01-30,179,6,1230,64,Dedza
6,50,2023-02-06,129,5,1359,69,Dedza
7,51,2023-02-13,122,4,1481,73,Dedza
8,52,2023-02-20,139,5,1620,78,Dedza
9,53,2023-02-27,104,6,1724,84,Dedza
10,54,2023-03-06,90,0,1814,84,Dedza
11,55,2023-03-13,105,2,1919,86,Dedza
12,56,2023-03-20,53,4,1972,90,Dedza
13,57,2023-03-27,49,2,2021,92,Dedza
14,58,2023-04-03,42,1,2063,93,Dedza
15,59,2023-04-10,14,0,2077,93,Dedza
16,60,2023-04-17,10,1,2087,94,Dedza
17,61,2023-04-24,25,1,2112,95,Dedza
18,62,2023-05-01,12,0,2124,95,Dedza
19,63,2023-05-08,0,0,2124,95,Dedza
20,64,2023-05-15,0,0,2124,95,Dedza
21,65,2023-05-22,0,0,2124,95,Dedza
22,66,2023-05-29,0,0,2124,95,Dedza
23,67,2023-06-05,0,0,2124,95,Dedza
24,68,2023-06-12,0,0,2124,95,Dedza
25,69,2023-06-19,0,0,2124,95,Dedza
26,70,2023-06-26,0,0,2124,95,Dedza
27,71,2023-07-03,0,0,2124,95,Dedza
28,72,2023-07-10,0,0,2124,95,Dedza
29,73,2023-07-17,0,0,2124,95,Dedza
30,74,2023-07-24,0,0,2124,95,Dedza
31,75,2023-07-31,0,0,2124,95,Dedza
32,76,2023-08-07,0,0,2124,95,Dedza
33,77,2023-08-14,0,0,2124,95,Dedza
34,78,2023-08-21,0,0,2124,95,Dedza
35,79,2023-08-28,0,0,2124,95,Dedza
36,80,2023-09-04,0,0,2124,95,Dedza
37,81,2023-09-11,0,0,2124,95,Dedza
38,82,2023-09-18,0,0,2124,95,Dedza
39,83,2023-09-25,0,0,2124,95,Dedza
40,84,2023-10-02,0,0,2124,95,Dedza
41,85,2023-10-09,0,0,2124,95,Dedza
42,86,2023-10-16,0,0,2124,95,Dedza
43,87,2023-10-23,0,0,2124,95,Dedza
43,35,2022-10-24,2,0,2,0,Dowa
44,36,2022-10-31,2,0,4,0,Dowa
45,37,2022-11-07,1,0,5,0,Dowa
46,38,2022-11-14,1,1,6,1,Dowa
47,39,2022-11-21,7,0,13,1,Dowa
48,40,2022-11-28,0,0,13,1,Dowa
49,41,2022-12-05,0,0,13,1,Dowa
50,42,2022-12-12,0,0,13,1,Dowa
51,43,2022-12-19,196,5,209,6,Dowa
52,44,2022-12-26,305,7,514,13,Dowa
1,45,2023-01-02,119,6,633,19,Dowa
2,46,2023-01-09,93,0,726,19,Dowa
3,47,2023-01-16,56,2,782,21,Dowa
4,48,2023-01-23,72,0,854,21,Dowa
5,49,2023-01-30,137,7,991,28,Dowa
6,50,2023-02-06,102,4,1093,32,Dowa
7,51,2023-02-13,83,3,1176,35,Dowa
8,52,2023-02-20,77,2,1253,37,Dowa
9,53,2023-02-27,48,1,1301,38,Dowa
10,54,2023-03-06,27,1,1328,39,Dowa
11,55,2023-03-13,11,0,1339,39,Dowa
12,56,2023-03-20,5,0,1344,39,Dowa
13,57,2023-03-27,1,0,1345,39,Dowa
14,58,2023-04-03,4,0,1349,39,Dowa
15,59,2023-04-10,0,0,1349,39,Dowa
16,60,2023-04-17,0,0,1349,39,Dowa
17,61,2023-04-24,0,0,1349,39,Dowa
18,62,2023-05-01,0,0,1349,39,Dowa
19,63,2023-05-08,0,0,1349,39,Dowa
20,64,2023-05-15,0,0,1349,39,Dowa
21,65,2023-05-22,0,0,1349,39,Dowa
22,66,2023-05-29,0,0,1349,39,Dowa
23,67,2023-06-05,0,0,1349,39,Dowa
24,68,2023-06-12,0,0,1349,39,Dowa
25,69,2023-06-19,0,0,1349,39,Dowa
26,70,2023-06-26,0,0,1349,39,Dowa
27,71,2023-07-03,0,0,1349,39,Dowa
28,72,2023-07-10,0,0,1349,39,Dowa
29,73,2023-07-17,0,0,1349,39,Dowa
30,74,2023-07-24,0,0,1349,39,Dowa
31,75,2023-07-31,0,0,1349,39,Dowa
32,76,2023-08-07,0,0,1349,39,Dowa
33,77,2023-08-14,0,0,1349,39,Dowa
34,78,2023-08-21,0,0,1349,39,Dowa
35,79,2023-08-28,0,0,1349,39,Dowa
36,80,2023-09-04,0,0,1349,39,Dowa
37,81,2023-09-11,0,0,1349,39,Dowa
38,82,2023-09-18,0,0,1349,39,Dowa
39,83,2023-09-25,0,0,1349,39,Dowa
40,84,2023-10-02,0,0,1349,39,Dowa
41,85,2023-10-09,0,0,1349,39,Dowa
42,86,2023-10-16,0,0,1349,39,Dowa
43,87,2023-10-23,0,0,1349,39,Dowa
NA,NA,NA,0,0,NA,NA,Dowa
34,26,2022-08-22,2,0,2,0,Karonga
35,27,2022-08-29,65,3,67,3,Karonga
36,28,2022-09-05,70,1,137,4,Karonga
37,29,2022-09-12,61,1,198,5,Karonga
38,30,2022-09-19,83,0,281,5,Karonga
