epi_week,week_start,week,cases,deaths,c_cases,c_deaths,district
25,17,2022-06-20,0,0,1,1,Mulanje
26,18,2022-06-27,0,0,1,1,Mulanje
27,19,2022-07-04,1,1,2,2,Mulanje
28,20,2022-07-11,1,0,3,2,Mulanje
29,21,2022-07-18,0,0,3,2,Mulanje
30,22,2022-07-25,0,0,3,2,Mulanje
31,23,2022-08-01,0,0,3,2,Mulanje
32,24,2022-08-08,0,0,3,2,Mulanje
33,25,2022-08-15,0,0,3,2,Mulanje
34,26,2022-08-22,0,0,3,2,Mulanje
35,27,2022-08-29,0,0,3,2,Mulanje
36,28,2022-09-05,2,0,5,2,Mulanje
37,29,2022-09-12,1,0,6,2,Mulanje
38,30,2022-09-19,0,0,6,2,Mulanje
39,31,2022-09-26,0,0,6,2,Mulanje
40,32,2022-10-03,0,0,6,2,Mulanje
41,33,2022-10-10,8,0,14,2,Mulanje
42,34,2022-10-17,17,1,31,3,Mulanje
43,35,2022-10-24,10,1,41,4,Mulanje
44,36,2022-10-31,2,1,43,5,Mulanje
45,37,2022-11-07,0,0,43,5,Mulanje
46,38,2022-11-14,1,0,44,5,Mulanje
47,39,2022-11-21,1,0,45,5,Mulanje
48,40,2022-11-28,9,0,54,5,Mulanje
49,41,2022-12-05,4,0,58,5,Mulanje
50,42,2022-12-12,7,0,65,5,Mulanje
51,43,2022-12-19,7,0,72,5,Mulanje
52,44,2022-12-26,52,3,124,8,Mulanje
1,45,2023-01-02,61,1,185,9,Mulanje
2,46,2023-01-09,87,4,272,13,Mulanje
3,47,2023-01-16,144,9,416,22,Mulanje
4,48,2023-01-23,108,4,524,26,Mulanje
5,49,2023-01-30,70,1,594,27,Mulanje
6,50,2023-02-06,65,1,659,28,Mulanje
7,51,2023-02-13,46,2,705,30,Mulanje
8,52,2023-02-20,58,2,763,32,Mulanje
9,53,2023-02-27,43,0,806,32,Mulanje
10,54,2023-03-06,14,0,820,32,Mulanje
11,55,2023-03-13,37,3,857,35,Mulanje
12,56,2023-03-20,34,5,891,40,Mulanje
13,57,2023-03-27,6,0,897,40,Mulanje
14,58,2023-04-03,3,0,900,40,Mulanje
15,59,2023-04-10,7,0,907,40,Mulanje
16,60,2023-04-17,4,0,911,40,Mulanje
17,61,2023-04-24,9,0,920,40,Mulanje
18,62,2023-05-01,10,1,930,41,Mulanje
19,63,2023-05-08,5,1,935,42,Mulanje
20,64,2023-05-15,1,0,936,42,Mulanje
21,65,2023-05-22,0,0,936,42,Mulanje
22,66,2023-05-29,1,0,937,42,Mulanje
23,67,2023-06-05,0,0,937,42,Mulanje
24,68,2023-06-12,0,0,937,42,Mulanje
25,69,2023-06-19,0,0,937,42,Mulanje
26,70,2023-06-26,0,0,937,42,Mulanje
27,71,2023-07-03,1,0,938,42,Mulanje
28,72,2023-07-10,0,0,938,42,Mulanje
29,73,2023-07-17,0,0,938,42,Mulanje
30,74,2023-07-24,0,0,938,42,Mulanje
31,75,2023-07-31,0,0,938,42,Mulanje
32,76,2023-08-07,0,0,938,42,Mulanje
33,77,2023-08-14,1,0,939,42,Mulanje
34,78,2023-08-21,0,0,939,42,Mulanje
35,79,2023-08-28,1,0,940,42,Mulanje
36,80,2023-09-04,0,0,940,42,Mulanje
37,81,2023-09-11,0,0,940,42,Mulanje
38,82,2023-09-18,1,0,941,42,Mulanje
39,83,2023-09-25,1,0,942,42,Mulanje
40,84,2023-10-02,0,0,942,42,Mulanje
41,85,2023-10-09,3,0,945,42,Mulanje
42,86,2023-10-16,1,1,946,43,Mulanje
43,87,2023-10-23,0,0,946,43,Mulanje
35,27,2022-08-29,1,0,1,0,Mwanza
36,28,2022-09-05,2,0,3,0,Mwanza
37,29,2022-09-12,5,0,8,0,Mwanza
38,30,2022-09-19,1,0,9,0,Mwanza
39,31,2022-09-26,4,1,13,1,Mwanza
40,32,2022-10-03,2,0,15,1,Mwanza
41,33,2022-10-10,1,0,16,1,Mwanza
42,34,2022-10-17,4,0,20,1,Mwanza
43,35,2022-10-24,4,1,24,2,Mwanza
44,36,2022-10-31,2,0,26,2,Mwanza
45,37,2022-11-07,4,0,30,2,Mwanza
46,38,2022-11-14,0,0,30,2,Mwanza
47,39,2022-11-21,0,0,30,2,Mwanza
48,40,2022-11-28,0,0,30,2,Mwanza
49,41,2022-12-05,0,0,30,2,Mwanza
50,42,2022-12-12,0,0,30,2,Mwanza
51,43,2022-12-19,4,0,34,2,Mwanza
52,44,2022-12-26,8,1,42,3,Mwanza
1,45,2023-01-02,1,0,43,3,Mwanza
2,46,2023-01-09,1,0,44,3,Mwanza
3,47,2023-01-16,4,1,48,4,Mwanza
4,48,2023-01-23,1,0,49,4,Mwanza
5,49,2023-01-30,5,0,54,4,Mwanza
6,50,2023-02-06,7,0,61,4,Mwanza
7,51,2023-02-13,9,0,70,4,Mwanza
8,52,2023-02-20,11,0,81,4,Mwanza
9,53,2023-02-27,7,1,88,5,Mwanza
10,54,2023-03-06,21,0,109,5,Mwanza
11,55,2023-03-13,4,0,113,5,Mwanza
12,56,2023-03-20,7,0,120,5,Mwanza
13,57,2023-03-27,0,0,120,5,Mwanza
14,58,2023-04-03,0,0,120,5,Mwanza
15,59,2023-04-10,0,0,120,5,Mwanza
16,60,2023-04-17,0,0,120,5,Mwanza
17,61,2023-04-24,0,0,120,5,Mwanza
18,62,2023-05-01,0,0,120,5,Mwanza
19,63,2023-05-08,0,0,120,5,Mwanza
20,64,2023-05-15,0,0,120,5,Mwanza
21,65,2023-05-22,0,0,120,5,Mwanza
22,66,2023-05-29,0,0,120,5,Mwanza
23,67,2023-06-05,0,0,120,5,Mwanza
24,68,2023-06-12,0,0,120,5,Mwanza
25,69,2023-06-19,0,0,120,5,Mwanza
26,70,2023-06-26,0,0,120,5,Mwanza
27,71,2023-07-03,0,0,120,5,Mwanza
28,72,2023-07-10,0,0,120,5,Mwanza
29,73,2023-07-17,0,0,120,5,Mwanza
30,74,2023-07-24,0,0,120,5,Mwanza
31,75,2023-07-31,0,0,120,5,Mwanza
32,76,2023-08-07,0,0,120,5,Mwanza
33,77,2023-08-14,0,0,120,5,Mwanza
34,78,2023-08-21,0,0,120,5,Mwanza
35,79,2023-08-28,0,0,120,5,Mwanza
36,80,2023-09-04,0,0,120,5,Mwanza
37,81,2023-09-11,0,0,120,5,Mwanza
38,82,2023-09-18,0,0,120,5,Mwanza
39,83,2023-09-25,0,0,120,5,Mwanza
40,84,2023-10-02,0,0,120,5,Mwanza
41,85,2023-10-09,0,0,120,5,Mwanza
42,86,2023-10-16,0,0,120,5,Mwanza
43,87,2023-10-23,0,0,120,5,Mwanza
34,26,2022-08-22,1,0,1,0,Mzimba.North
35,27,2022-08-29,40,0,41,0,Mzimba.North
36,28,2022-09-05,223,1,264,1,Mzimba.North
37,29,2022-09-12,37,0,301,1,Mzimba.North
38,30,2022-09-19,32,0,333,1,Mzimba.North
39,31,2022-09-26,48,0,381,1,Mzimba.North
40,32,2022-10-03,22,0,403,1,Mzimba.North
41,33,2022-10-10,6,1,409,2,Mzimba.North
42,34,2022-10-17,14,0,423,2,Mzimba.North
43,35,2022-10-24,0,0,423,2,Mzimba.North
44,36,2022-10-31,0,0,423,2,Mzimba.North
45,37,2022-11-07,28,0,451,2,Mzimba.North
46,38,2022-11-14,7,0,458,2,Mzimba.North
47,39,2022-11-21,1,0,459,2,Mzimba.North
48,40,2022-11-28,4,0,463,2,Mzimba.North
49,41,2022-12-05,0,0,463,2,Mzimba.North
50,42,2022-12-12,2,0,465,2,Mzimba.North
51,43,2022-12-19,0,0,465,2,Mzimba.North
52,44,2022-12-26,0,0,465,2,Mzimba.North
1,45,2023-01-02,0,0,465,2,Mzimba.North
2,46,2023-01-09,0,0,465,2,Mzimba.North
3,47,2023-01-16,3,0,468,2,Mzimba.North
4,48,2023-01-23,2,0,470,2,Mzimba.North
5,49,2023-01-30,2,0,472,2,Mzimba.North
6,50,2023-02-06,NA,NA,472,2,Mzimba.North
7,51,2023-02-13,0,0,472,2,Mzimba.North
8,52,2023-02-20,0,0,472,2,Mzimba.North
9,53,2023-02-27,1,0,473,2,Mzimba.North
10,54,2023-03-06,0,0,473,2,Mzimba.North
11,55,2023-03-13,0,0,473,2,Mzimba.North
12,56,2023-03-20,2,0,475,2,Mzimba.North
13,57,2023-03-27,0,0,475,2,Mzimba.North
14,58,2023-04-03,0,0,475,2,Mzimba.North
15,59,2023-04-10,0,0,475,2,Mzimba.North
16,60,2023-04-17,0,0,475,2,Mzimba.North
17,61,2023-04-24,0,0,475,2,Mzimba.North
18,62,2023-05-01,0,0,475,2,Mzimba.North
19,63,2023-05-08,0,0,475,2,Mzimba.North
20,64,2023-05-15,0,0,475,2,Mzimba.North
21,65,2023-05-22,0,0,475,2,Mzimba.North
22,66,2023-05-29,0,0,475,2,Mzimba.North
23,67,2023-06-05,0,0,475,2,Mzimba.North
24,68,2023-06-12,0,0,475,2,Mzimba.North
25,69,2023-06-19,0,0,475,2,Mzimba.North
26,70,2023-06-26,0,0,475,2,Mzimba.North
27,71,2023-07-03,0,0,475,2,Mzimba.North
28,72,2023-07-10,0,0,475,2,Mzimba.North
29,73,2023-07-17,0,0,475,2,Mzimba.North
30,74,2023-07-24,0,0,475,2,Mzimba.North
31,75,2023-07-31,0,0,475,2,Mzimba.North
32,76,2023-08-07,0,0,475,2,Mzimba.North
33,77,2023-08-14,0,0,475,2,Mzimba.North
34,78,2023-08-21,0,0,475,2,Mzimba.North
35,79,2023-08-28,0,0,475,2,Mzimba.North
36,80,2023-09-04,0,0,475,2,Mzimba.North
37,81,2023-09-11,0,0,475,2,Mzimba.North
38,82,2023-09-18,0,0,475,2,Mzimba.North
39,83,2023-09-25,0,0,475,2,Mzimba.North
40,84,2023-10-02,0,0,475,2,Mzimba.North
41,85,2023-10-09,0,0,475,2,Mzimba.North
42,86,2023-10-16,0,0,475,2,Mzimba.North
43,87,2023-10-23,0,0,475,2,Mzimba.North
36,28,2022-09-05,4,0,4,0,Mzimba.South
37,29,2022-09-12,2,1,6,1,Mzimba.South
38,30,2022-09-19,1,0,7,1,Mzimba.South
39,31,2022-09-26,0,0,7,1,Mzimba.South
40,32,2022-10-03,0,0,7,1,Mzimba.South
41,33,2022-10-10,0,0,7,1,Mzimba.South
42,34,2022-10-17,0,0,7,1,Mzimba.South
43,35,2022-10-24,0,0,7,1,Mzimba.South
44,36,2022-10-31,0,0,7,1,Mzimba.South
45,37,2022-11-07,0,0,7,1,Mzimba.South
46,38,2022-11-14,0,0,7,1,Mzimba.South
47,39,2022-11-21,0,0,7,1,Mzimba.South
48,40,2022-11-28,0,0,7,1,Mzimba.South
49,41,2022-12-05,0,0,7,1,Mzimba.South
50,42,2022-12-12,0,0,7,1,Mzimba.South
51,43,2022-12-19,0,0,7,1,Mzimba.South
52,44,2022-12-26,0,0,7,1,Mzimba.South
1,45,2023-01-02,0,0,7,1,Mzimba.South
2,46,2023-01-09,0,0,7,1,Mzimba.South
3,47,2023-01-16,0,0,7,1,Mzimba.South
4,48,2023-01-23,0,0,7,1,Mzimba.South
5,49,2023-01-30,0,0,7,1,Mzimba.South
6,50,2023-02-06,0,0,7,1,Mzimba.South
7,51,2023-02-13,4,0,11,1,Mzimba.South
8,52,2023-02-20,0,0,11,1,Mzimba.South
9,53,2023-02-27,0,0,11,1,Mzimba.South
10,54,2023-03-06,0,0,11,1,Mzimba.South
11,55,2023-03-13,0,0,11,1,Mzimba.South
12,56,2023-03-20,0,0,11,1,Mzimba.South
13,57,2023-03-27,0,0,11,1,Mzimba.South
14,58,2023-04-03,0,0,11,1,Mzimba.South
15,59,2023-04-10,0,0,11,1,Mzimba.South
16,60,2023-04-17,0,0,11,1,Mzimba.South
17,61,2023-04-24,0,0,11,1,Mzimba.South
18,62,2023-05-01,0,0,11,1,Mzimba.South
19,63,2023-05-08,0,0,11,1,Mzimba.South
20,64,2023-05-15,0,0,11,1,Mzimba.South
21,65,2023-05-22,0,0,11,1,Mzimba.South
22,66,2023-05-29,0,0,11,1,Mzimba.South
23,67,2023-06-05,0,0,11,1,Mzimba.South
24,68,2023-06-12,0,0,11,1,Mzimba.South
25,69,2023-06-19,0,0,11,1,Mzimba.South
26,70,2023-06-26,0,0,11,1,Mzimba.South
27,71,2023-07-03,0,0,11,1,Mzimba.South
28,72,2023-07-10,0,0,11,1,Mzimba.South
29,73,2023-07-17,0,0,11,1,Mzimba.South
30,74,2023-07-24,0,0,11,1,Mzimba.South
31,75,2023-07-31,0,0,11,1,Mzimba.South
32,76,2023-08-07,0,0,11,1,Mzimba.South
33,77,2023-08-14,0,0,11,1,Mzimba.South
34,78,2023-08-21,0,0,11,1,Mzimba.South
35,79,2023-08-28,0,0,11,1,Mzimba.South
36,80,2023-09-04,0,0,11,1,Mzimba.South
37,81,2023-09-11,0,0,11,1,Mzimba.South
38,82,2023-09-18,0,0,11,1,Mzimba.South
39,83,2023-09-25,0,0,11,1,Mzimba.South
40,84,2023-10-02,0,0,11,1,Mzimba.South
41,85,2023-10-09,0,0,11,1,Mzimba.South
42,86,2023-10-16,0,0,11,1,Mzimba.South
43,87,2023-10-23,0,0,11,1,Mzimba.South
17,9,2022-04-25,15,0,15,0,Neno
18,10,2022-05-02,13,0,28,0,Neno
19,11,2022-05-09,22,1,50,1,Neno
20,12,2022-05-16,23,0,73,1,Neno
21,13,2022-05-23,16,0,89,1,Neno
22,14,2022-05-30,3,0,92,1,Neno
23,15,2022-06-06,7,1,99,2,Neno
24,16,2022-06-13,6,0,105,2,Neno
25,17,2022-06-20,7,0,112,2,Neno
26,18,2022-06-27,6,0,118,2,Neno
27,19,2022-07-04,1,0,119,2,Neno
28,20,2022-07-11,4,0,123,2,Neno
29,21,2022-07-18,1,0,124,2,Neno
30,22,2022-07-25,2,0,126,2,Neno
31,23,2022-08-01,0,0,126,2,Neno
32,24,2022-08-08,0,0,126,2,Neno
33,25,2022-08-15,0,0,126,2,Neno
34,26,2022-08-22,0,0,126,2,Neno
35,27,2022-08-29,0,0,126,2,Neno
36,28,2022-09-05,1,0,127,2,Neno
37,29,2022-09-12,1,0,128,2,Neno
38,30,2022-09-19,5,0,133,2,Neno
39,31,2022-09-26,7,0,140,2,Neno
40,32,2022-10-03,4,1,144,3,Neno
41,33,2022-10-10,21,0,165,3,Neno
42,34,2022-10-17,10,1,175,4,Neno
43,35,2022-10-24,6,0,181,4,Neno
44,36,2022-10-31,6,0,187,4,Neno
45,37,2022-11-07,3,0,190,4,Neno
46,38,2022-11-14,0,0,190,4,Neno
47,39,2022-11-21,1,0,191,4,Neno
48,40,2022-11-28,0,0,191,4,Neno
49,41,2022-12-05,0,0,191,4,Neno
50,42,2022-12-12,0,0,191,4,Neno
51,43,2022-12-19,3,3,194,7,Neno
52,44,2022-12-26,9,0,203,7,Neno
1,45,2023-01-02,31,1,234,8,Neno
2,46,2023-01-09,41,1,275,9,Neno
3,47,2023-01-16,44,0,319,9,Neno
4,48,2023-01-23,50,1,369,10,Neno
5,49,2023-01-30,72,3,441,13,Neno
6,50,2023-02-06,77,0,518,13,Neno
7,51,2023-02-13,35,1,553,14,Neno
8,52,2023-02-20,37,0,590,14,Neno
9,53,2023-02-27,23,0,613,14,Neno
10,54,2023-03-06,23,0,636,14,Neno
11,55,2023-03-13,1,0,637,14,Neno
12,56,2023-03-20,16,0,653,14,Neno
13,57,2023-03-27,12,0,665,14,Neno
14,58,2023-04-03,48,0,713,14,Neno
15,59,2023-04-10,8,0,721,14,Neno
16,60,2023-04-17,4,0,725,14,Neno
17,61,2023-04-24,7,0,732,14,Neno
18,62,2023-05-01,0,0,732,14,Neno
19,63,2023-05-08,1,0,733,14,Neno
20,64,2023-05-15,0,0,733,14,Neno
21,65,2023-05-22,0,0,733,14,Neno
22,66,2023-05-29,0,0,733,14,Neno
23,67,2023-06-05,0,0,733,14,Neno
24,68,2023-06-12,0,0,733,14,Neno
25,69,2023-06-19,1,0,734,14,Neno
26,70,2023-06-26,0,0,734,14,Neno
27,71,2023-07-03,0,0,734,14,Neno
28,72,2023-07-10,0,0,734,14,Neno
29,73,2023-07-17,0,0,734,14,Neno
30,74,2023-07-24,0,0,734,14,Neno
31,75,2023-07-31,0,0,734,14,Neno
32,76,2023-08-07,0,0,734,14,Neno
33,77,2023-08-14,0,0,734,14,Neno
34,78,2023-08-21,0,0,734,14,Neno
35,79,2023-08-28,0,0,734,14,Neno
36,80,2023-09-04,0,0,734,14,Neno
37,81,2023-09-11,0,0,734,14,Neno
38,82,2023-09-18,0,0,734,14,Neno
39,83,2023-09-25,0,0,734,14,Neno
40,84,2023-10-02,0,0,734,14,Neno
41,85,2023-10-09,0,0,734,14,Neno
42,86,2023-10-16,0,0,734,14,Neno
43,87,2023-10-23,0,0,734,14,Neno
31,23,2022-08-01,2,2,2,2,Nkhatabay
32,24,2022-08-08,59,3,61,5,Nkhatabay
33,25,2022-08-15,315,5,376,10,Nkhatabay
34,26,2022-08-22,144,3,520,13,Nkhatabay
35,27,2022-08-29,99,2,619,15,Nkhatabay
36,28,2022-09-05,42,0,661,15,Nkhatabay
37,29,2022-09-12,40,0,701,15,Nkhatabay
38,30,2022-09-19,50,2,751,17,Nkhatabay
39,31,2022-09-26,107,4,858,21,Nkhatabay
40,32,2022-10-03,107,3,965,24,Nkhatabay
41,33,2022-10-10,95,3,1060,27,Nkhatabay
42,34,2022-10-17,59,4,1119,31,Nkhatabay
43,35,2022-10-24,55,3,1174,34,Nkhatabay
44,36,2022-10-31,138,5,1312,39,Nkhatabay
45,37,2022-11-07,80,3,1392,42,Nkhatabay
46,38,2022-11-14,92,2,1484,44,Nkhatabay
47,39,2022-11-21,58,2,1542,46,Nkhatabay
48,40,2022-11-28,30,2,1572,48,Nkhatabay
49,41,2022-12-05,14,0,1586,48,Nkhatabay
50,42,2022-12-12,9,0,1595,48,Nkhatabay
51,43,2022-12-19,4,1,1599,49,Nkhatabay
52,44,2022-12-26,10,0,1609,49,Nkhatabay
1,45,2023-01-02,4,0,1613,49,Nkhatabay
2,46,2023-01-09,11,0,1624,49,Nkhatabay
3,47,2023-01-16,1,0,1625,49,Nkhatabay
4,48,2023-01-23,NA,NA,1625,49,Nkhatabay
5,49,2023-01-30,NA,NA,1625,49,Nkhatabay
6,50,2023-02-06,2,0,1627,49,Nkhatabay
7,51,2023-02-13,1,0,1628,49,Nkhatabay
8,52,2023-02-20,0,0,1628,49,Nkhatabay
9,53,2023-02-27,0,0,1628,49,Nkhatabay
10,54,2023-03-06,0,0,1628,49,Nkhatabay
11,55,2023-03-13,0,0,1628,49,Nkhatabay
12,56,2023-03-20,0,0,1628,49,Nkhatabay
13,57,2023-03-27,0,0,1628,49,Nkhatabay
14,58,2023-04-03,0,0,1628,49,Nkhatabay
15,59,2023-04-10,0,0,1628,49,Nkhatabay
16,60,2023-04-17,0,0,1628,49,Nkhatabay
17,61,2023-04-24,0,0,1628,49,Nkhatabay
18,62,2023-05-01,0,0,1628,49,Nkhatabay
19,63,2023-05-08,0,0,1628,49,Nkhatabay
20,64,2023-05-15,0,0,1628,49,Nkhatabay
21,65,2023-05-22,0,0,1628,49,Nkhatabay
22,66,2023-05-29,0,0,1628,49,Nkhatabay
23,67,2023-06-05,0,0,1628,49,Nkhatabay
24,68,2023-06-12,0,0,1628,49,Nkhatabay
25,69,2023-06-19,0,0,1628,49,Nkhatabay
26,70,2023-06-26,0,0,1628,49,Nkhatabay
27,71,2023-07-03,0,0,1628,49,Nkhatabay
28,72,2023-07-10,0,0,1628,49,Nkhatabay
29,73,2023-07-17,0,0,1628,49,Nkhatabay
30,74,2023-07-24,0,0,1628,49,Nkhatabay
31,75,2023-07-31,0,0,1628,49,Nkhatabay
32,76,2023-08-07,0,0,1628,49,Nkhatabay
33,77,2023-08-14,0,0,1628,49,Nkhatabay
34,78,2023-08-21,0,0,1628,49,Nkhatabay
35,79,2023-08-28,0,0,1628,49,Nkhatabay
36,80,2023-09-04,0,0,1628,49,Nkhatabay
37,81,2023-09-11,0,0,1628,49,Nkhatabay
38,82,2023-09-18,0,0,1628,49,Nkhatabay
39,83,2023-09-25,0,0,1628,49,Nkhatabay
40,84,2023-10-02,0,0,1628,49,Nkhatabay
41,85,2023-10-09,0,0,1628,49,Nkhatabay
42,86,2023-10-16,0,0,1628,49,Nkhatabay
43,87,2023-10-23,0,0,1628,49,Nkhatabay
32,24,2022-08-08,6,0,6,0,Nkhotakota
33,25,2022-08-15,41,2,47,2,Nkhotakota
34,26,2022-08-22,55,1,102,3,Nkhotakota
35,27,2022-08-29,130,1,232,4,Nkhotakota
36,28,2022-09-05,42,2,274,6,Nkhotakota
37,29,2022-09-12,51,2,325,8,Nkhotakota
38,30,2022-09-19,24,3,349,11,Nkhotakota
39,31,2022-09-26,47,2,396,13,Nkhotakota
40,32,2022-10-03,91,4,487,17,Nkhotakota
41,33,2022-10-10,127,13,614,30,Nkhotakota
42,34,2022-10-17,89,5,703,35,Nkhotakota
43,35,2022-10-24,88,5,791,40,Nkhotakota
44,36,2022-10-31,72,1,863,41,Nkhotakota
45,37,2022-11-07,80,2,943,43,Nkhotakota
46,38,2022-11-14,92,2,1035,45,Nkhotakota
47,39,2022-11-21,51,1,1086,46,Nkhotakota
48,40,2022-11-28,36,3,1122,49,Nkhotakota
49,41,2022-12-05,25,0,1147,49,Nkhotakota
50,42,2022-12-12,10,0,1157,49,Nkhotakota
51,43,2022-12-19,11,0,1168,49,Nkhotakota
52,44,2022-12-26,31,1,1199,50,Nkhotakota
1,45,2023-01-02,8,1,1207,51,Nkhotakota
2,46,2023-01-09,15,0,1222,51,Nkhotakota
3,47,2023-01-16,37,0,1259,51,Nkhotakota
4,48,2023-01-23,28,0,1287,51,Nkhotakota
5,49,2023-01-30,20,1,1307,52,Nkhotakota
6,50,2023-02-06,15,0,1322,52,Nkhotakota
7,51,2023-02-13,22,2,1344,54,Nkhotakota
8,52,2023-02-20,11,1,1355,55,Nkhotakota
9,53,2023-02-27,35,1,1390,56,Nkhotakota
10,54,2023-03-06,23,0,1413,56,Nkhotakota
11,55,2023-03-13,17,0,1430,56,Nkhotakota
12,56,2023-03-20,12,0,1442,56,Nkhotakota
13,57,2023-03-27,13,0,1455,56,Nkhotakota
14,58,2023-04-03,0,0,1455,56,Nkhotakota
15,59,2023-04-10,2,0,1457,56,Nkhotakota
16,60,2023-04-17,1,0,1458,56,Nkhotakota
17,61,2023-04-24,1,0,1459,56,Nkhotakota
18,62,2023-05-01,2,0,1461,56,Nkhotakota
19,63,2023-05-08,0,0,1461,56,Nkhotakota
20,64,2023-05-15,0,0,1461,56,Nkhotakota
21,65,2023-05-22,0,0,1461,56,Nkhotakota
22,66,2023-05-29,0,0,1461,56,Nkhotakota
23,67,2023-06-05,0,0,1461,56,Nkhotakota
24,68,2023-06-12,0,0,1461,56,Nkhotakota
25,69,2023-06-19,0,0,1461,56,Nkhotakota
26,70,2023-06-26,0,0,1461,56,Nkhotakota
27,71,2023-07-03,0,0,1461,56,Nkhotakota
28,72,2023-07-10,0,0,1461,56,Nkhotakota
29,73,2023-07-17,0,0,1461,56,Nkhotakota
30,74,2023-07-24,0,0,1461,56,Nkhotakota
31,75,2023-07-31,0,0,1461,56,Nkhotakota
32,76,2023-08-07,0,0,1461,56,Nkhotakota
33,77,2023-08-14,0,0,1461,56,Nkhotakota
34,78,2023-08-21,0,0,1461,56,Nkhotakota
35,79,2023-08-28,0,0,1461,56,Nkhotakota
36,80,2023-09-04,0,0,1461,56,Nkhotakota
37,81,2023-09-11,0,0,1461,56,Nkhotakota
38,82,2023-09-18,1,0,1462,56,Nkhotakota
39,83,2023-09-25,0,0,1462,56,Nkhotakota
40,84,2023-10-02,0,0,1462,56,Nkhotakota
41,85,2023-10-09,2,0,1464,56,Nkhotakota
42,86,2023-10-16,1,0,1465,56,Nkhotakota
43,87,2023-10-23,0,0,1465,56,Nkhotakota
10,2,2022-03-07,1,0,1,0,Nsanje
